problem_id,raw_text,language,category,subcategory,district,data_source,label_source
JH_FUSION_00714,"हमारे  Pakur district area में जन्म प्रमाण पत्र नहीं बन रहा है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,certificates,income_certificate,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00715,Khunti ke block के पास ration नहीं मिल रहा की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,welfare,urban_welfare,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00716,Gumla bus stand के पास अस्पताल में दवाइयां नहीं हैं की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,health,ambulance,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00717,Please check बिजली supply बार-बार जा रही है near Deoghar district; residents are facing problems.,hinglish,electricity,power_cut,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00718,"bhai Dhanbad bus stand side teacher नियमित नहीं आते bahut zyada hai, koi action lo.",en,education,college_access,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00719,Ramgarh ke ward में फसल का support नहीं मिल रहा के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,agriculture,soil,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00720,"Sir/Madam, Seraikela-Kharsawan ke ward में caste certificate pending है को लेकर शिकायत दर्ज करनी है.",en,certificates,residence_certificate,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00721,"हमारे Koderma ke paas area में teacher नियमित नहीं आते है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,education,teacher_or_staff,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00722,Garhwa district में सफाई नहीं होती के कारण daily life प्रभावित hai। जल्द समाधान चाहिए।,hi,sanitation,garbage,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00723,Simdega में बिना अनुमति construction हो रहा है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,en,public_safety,street_safety,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00724,Koderma  ke block में public transport उपलब्ध नहीं है की समस्या है। 3 din से लोग परेशान हैं।,hi,transport,traffic,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00725,Simdega bus stand में कचरा कई दिनों से नहीं उठा के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,sanitation,waste_collection,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00726,West Singhbhum ke mohalla के पास traffic बहुत बढ़ गया है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,transport,public_transport,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00727,"Sir/Madam, Sahibganj ke paas में area unsafe hai को लेकर शिकायत दर्ज करनी hai.",hinglish,public_safety,street_safety,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00728,"घर की basic infrastructure खराब है 1 hafte से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Jamtara.",hinglish,housing,street_access,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00729,Please  check college access की समस्या है near Ranchi bus stand; residents are facing problems.,hinglish,education,teacher_or_staff,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00730,Khunti ke paas में कचरा खुले में जलाया जा रहा है की समस्या है। 3 din से लोग परेशान हैं।,hinglish,environment,air_quality,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00731,"हमारे Koderma ke block area में सड़क पर encroachment है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,public_safety,unsafe_public_area,Koderma,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00732,"हमारे Dumka bus stand area में बारिश में सड़क unsafe हो जाती hai hai, बच्चों और बुजुर्गों को दिक्कत हो रही hai।",hi,roads,pothole,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00733,यह urgent complaint hai: area unsafe hai at Jamtara.,hi,public_safety,street_safety,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00734,"Sir/Madam, Sahibganj ke block में गांव तक bus नहीं आती को लेकर शिकायत दर्ज करनी hai.",hinglish,transport,bus_service,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00735,"हमारे Garhwa district area में सिंचाई का पानी नहीं मिल रहा है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,water,groundwater,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00736,Please check pension का payment रुका hai near Palamu bus stand; residents are facing problems.,hi,welfare,scheme_access,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00737,यह urgent complaint hai: बिजली supply बार-बार जा रही hai at Palamu ke paas.,hinglish,electricity,power_cut,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00738,Latehar ke paas में बस सेवा बहुत कम hai की problem hai। पिछले महीने से लोग परेशान haiं।,hinglish,transport,bus_service,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00739,Please check street access खराब है near Gumla ke ward; residents are facing problems.,en,housing,house_repair,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00740,"Sir/Madam, Garhwa district में public transport उपलब्ध नहीं है को लेकर शिकायत दर्ज करनी है.",hi,transport,bus_service,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00741,Ranchi ke block के लोगों को pension का payment रुका है की वजह से काफी परेशानी हो रही है।,en,welfare,scheme_access,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00742,"हमारे Palamu bus stand area में बिना अनुमति construction हो रहा hai hai, बच्चों और बुजुर्गों को दिक्कत हो रही hai।",hinglish,public_safety,encroachment,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00743,Ranchi bus stand के पास खतरनाक जगह पर lighting नहीं है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,public_safety,illegal_construction,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00744,Palamu district में power cut बहुत ज्यादा hai की problem hai। कई दिनों से लोग परेशान haiं।,en,electricity,power_supply,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00745,Lohardaga ke block के पास सड़क पर encroachment hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,public_safety,encroachment,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00746,"Sir/Madam, Ranchi bus stand में गंदा पानी आ रहा है को लेकर शिकायत दर्ज करनी है.",hi,water,handpump,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00747,"Sir/Madam, Gumla ke paas में waterlogging हो रही है को लेकर शिकायत दर्ज करनी है.",hi,water,waterlogging,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00748,"street light बंद है पिछले महीने से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Chatra bus stand.",hi,electricity,power_supply,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00749,"हमारे Pakur bus stand area में बारिश में सड़क unsafe हो जाती है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,roads,road_safety,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00750,Chatra ke paas के लोगों को traffic बहुत बढ़ गया hai की वजह से काफी परेशानी हो रही hai।,en,transport,traffic,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00751,Jamtara bus stand के पास सिंचाई की सुविधा नहीं है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,agriculture,livestock,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00752,"bhai Deoghar district side गांव तक bus नहीं आती bahut zyada hai, koi action lo.",hinglish,transport,traffic,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00753,"हमारे Ranchi area में street light बंद hai hai, बच्चों और बुजुर्गों को दिक्कत हो रही hai।",en,electricity,power_supply,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00754,"waterlogging हो रही है 3 din से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Garhwa ke block.",hi,water,water_supply,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00755,Jamshedpur district में घर की basic infrastructure खराब है की समस्या है। काफी समय से लोग परेशान हैं।,hi,housing,drainage,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00756,"घर  की basic infrastructure खराब hai पिछले महीने से ठीक नहीं hai, please कार्रवाई करें। जगह: Bokaro ke paas.",hinglish,housing,housing_infrastructure,Bokaro,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00757,"college access की problem hai काफी समय से ठीक नहीं hai, please कार्रवाई करें। जगह: West Singhbhum bus stand.",hinglish,education,teacher_or_staff,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00758,Khunti ke block में सड़क टूटी हुई है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,roads,road_damage,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00759,"हमारे Latehar district area में college access की समस्या है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,education,college_access,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00760,यह  urgent complaint है: बस सेवा बहुत कम है at Ranchi district.,hi,transport,bus_service,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00761,"हमारे  Simdega bus stand area में फसल का support नहीं मिल रहा है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,agriculture,irrigation,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00762,Simdega  ke paas में बिना अनुमति construction हो रहा है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,public_safety,street_safety,Simdega,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00763,"Sir/Madam, Hazaribagh bus stand में ration नहीं मिल रहा को लेकर शिकायत दर्ज करनी है.",en,welfare,benefit_delay,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00764,Dumka ke village में school building खराब है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,education,college_access,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00765,Palamu ke mohalla में सरकारी scheme का benefit नहीं मिला के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,welfare,benefit_delay,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00766,Giridih bus stand में घर की basic infrastructure खराब है की समस्या है। काफी समय से लोग परेशान हैं।,en,housing,drainage,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00767,Jamshedpur bus stand में digital classroom काम नहीं कर रहा की समस्या है। पिछले महीने से लोग परेशान हैं।,en,education,school_infrastructure,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00768,"Sir/Madam, Seraikela-Kharsawan में caste certificate pending है को लेकर शिकायत दर्ज करनी है.",en,certificates,residence_certificate,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00769,Bokaro ke paas के लोगों को खतरनाक जगह पर lighting नहीं hai की वजह से काफी परेशानी हो रही hai।,hi,public_safety,illegal_construction,Bokaro,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00770,Jamshedpur district के लोगों को बारिश में सड़क unsafe हो जाती hai की वजह से काफी परेशानी हो रही hai।,hi,roads,pothole,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00771,"bhai Chatra side residence certificate में delay है bahut zyada hai, koi action lo.",hi,certificates,residence_certificate,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00772,Deoghar ke paas के लोगों को खतरनाक जगह पर lighting नहीं hai की वजह से काफी परेशानी हो रही hai।,en,public_safety,encroachment,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00773,Khunti  ke block में सड़क टूटी हुई है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,roads,road_damage,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00774,"drainage blocked है 3 din से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Latehar ke village.",hi,roads,pothole,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00775,Please check primary health facility दूर है near Ranchi district; residents are facing problems.,en,health,ambulance,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00776,Bokaro ke village के लोगों को बस सेवा बहुत कम है की वजह से काफी परेशानी हो रही है।,hi,transport,public_transport,Bokaro,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00777,Lohardaga district के लोगों को street access खराब hai की वजह से काफी परेशानी हो रही hai।,hinglish,housing,street_access,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00778,Gumla bus stand में घर के पास drainage नहीं है की समस्या है। पिछले महीने से लोग परेशान हैं।,en,housing,street_access,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00779,"ambulance  समय पर नहीं आती पिछले महीने से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Deoghar ke paas.",en,health,primary_healthcare,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00780,यह  urgent complaint hai: pension का payment रुका hai at Jamshedpur bus stand.,hinglish,welfare,benefit_delay,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00781,Dhanbad bus stand में बिजली supply बार-बार जा रही है की समस्या है। कई दिनों से लोग परेशान हैं।,hinglish,electricity,power_cut,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00782,यह urgent complaint hai: pension का payment रुका hai at Gumla ke village.,hi,welfare,ration,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00783,"Sir/Madam, Hazaribagh bus stand में आवास की सुविधा नहीं है को लेकर शिकायत दर्ज करनी है.",en,housing,housing_infrastructure,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00784,Gumla में नल में पानी नहीं आ रहा के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,water,handpump,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00785,"bhai Giridih bus stand side waterlogging हो रही है bahut zyada hai, koi action lo.",hi,water,drinking_water,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00786,Dhanbad  ke block के पास गांव तक bus नहीं आती की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,transport,road_connectivity,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00787,Giridih के लोगों को residence certificate में delay hai की वजह से काफी परेशानी हो रही hai।,hinglish,certificates,birth_certificate,Giridih,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00788,Latehar district के लोगों को street access खराब hai की वजह से काफी परेशानी हो रही hai।,en,housing,house_repair,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00789,Please check ambulance समय पर नहीं आती near Ranchi bus stand; residents are facing problems.,hi,health,hospital_access,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00790,यह urgent complaint है: कचरा खुले में जलाया जा रहा है at Sahibganj ke village.,hi,environment,waste_burning,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00791,यह urgent complaint है: खतरनाक जगह पर lighting नहीं है at Hazaribagh bus stand.,en,public_safety,unsafe_public_area,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00792,Seraikela-Kharsawan में teacher नियमित नहीं आते के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,en,education,digital_learning,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00793,Seraikela-Kharsawan ke mohalla में college access की समस्या है की समस्या है। 2 din से लोग परेशान हैं।,en,education,school_infrastructure,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00794,Gumla ke ward के लोगों को area unsafe है की वजह से काफी परेशानी हो रही है।,hi,public_safety,encroachment,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00795,Gumla ke mohalla में जन्म प्रमाण पत्र नहीं बन रहा के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hinglish,certificates,caste_certificate,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00796,Please check area unsafe है near Ramgarh district; residents are facing problems.,hi,public_safety,unsafe_public_area,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00797,Ramgarh ke paas के पास teacher नियमित नहीं आते की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,education,school_infrastructure,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00798,"Sir/Madam,  Deoghar ke paas में अस्पताल में दवाइयां नहीं haiं को लेकर शिकायत दर्ज करनी hai.",hi,health,ambulance,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00799,यह urgent complaint है: जन्म प्रमाण पत्र नहीं बन रहा at Chatra district.,hi,certificates,death_certificate,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00800,Please check गंदा पानी आ रहा hai near Godda; residents are facing problems.,hi,water,waterlogging,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00801,यह  urgent complaint है: digital classroom काम नहीं कर रहा at West Singhbhum ke mohalla.,hinglish,education,school_infrastructure,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00802,Sahibganj district के पास college access की problem hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,education,school_infrastructure,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00803,Ranchi bus stand में pollution बहुत बढ़ गया है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,environment,pollution,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00804,"Sir/Madam, Jamshedpur ke paas में transformer खराब है को लेकर शिकायत दर्ज करनी है.",en,electricity,transformer,Jamshedpur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00805,"गांव  तक bus नहीं आती 1 hafte से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Dhanbad ke ward.",hi,transport,public_transport,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00806,Pakur ke block में पानी की supply बंद है की समस्या है। काफी समय से लोग परेशान हैं।,hi,water,handpump,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00807,"bhai Pakur district side फसल का support नहीं मिल रहा bahut zyada hai, koi action lo.",en,agriculture,crop_support,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00808,"Sir/Madam,  Garhwa bus stand में residence certificate में delay hai को लेकर शिकायत दर्ज करनी hai.",en,certificates,birth_certificate,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00809,यह urgent complaint है: खतरनाक जगह पर lighting नहीं है at Sahibganj ke paas.,en,public_safety,unsafe_public_area,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00810,"हमारे Deoghar district area में जन्म प्रमाण पत्र नहीं बन रहा है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",en,certificates,income_certificate,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00811,"Sir/Madam, Palamu district में street access खराब है को लेकर शिकायत दर्ज करनी है.",hinglish,housing,drainage,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00812,यह urgent complaint है: ration नहीं मिल रहा at Jamtara ke mohalla.,hinglish,welfare,benefit_delay,Jamtara,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00813,Dhanbad district के लोगों को power cut बहुत ज्यादा है की वजह से काफी परेशानी हो रही है।,en,electricity,street_lighting,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00814,"caste certificate pending है 3 din से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Pakur bus stand.",hinglish,certificates,caste_certificate,Pakur,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00815,Ranchi district के पास गांव तक bus नहीं आती की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,transport,traffic,Ranchi,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00816,Dumka  district में घर की basic infrastructure खराब hai की problem hai। 1 hafte से लोग परेशान haiं।,hinglish,housing,street_access,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00817,Khunti ke paas में सफाई नहीं होती की problem hai। 2 din से लोग परेशान haiं।,hinglish,sanitation,drainage,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00818,"हमारे Garhwa district area में अस्पताल में दवाइयां नहीं हैं है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hinglish,health,hospital_access,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00819,Gumla के लोगों को कचरा खुले में जलाया जा रहा है की वजह से काफी परेशानी हो रही है।,en,environment,waste_burning,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00820,Seraikela-Kharsawan ke ward के पास खुले में garbage पड़ा hai की शिकायत hai। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,sanitation,waste_collection,Seraikela-Kharsawan,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00821,Please check teacher नियमित नहीं आते near Godda ke mohalla; residents are facing problems.,hinglish,education,college_access,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00822,"Sir/Madam, Hazaribagh district में pollution बहुत बढ़ गया hai को लेकर शिकायत दर्ज करनी hai.",en,environment,water_pollution,Hazaribagh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00823,Lohardaga district में घर के पास drainage नहीं है के कारण daily life प्रभावित है। जल्द समाधान चाहिए।,hi,housing,drainage,Lohardaga,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00824,Sahibganj ke paas के पास बस सेवा बहुत कम है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hinglish,transport,bus_service,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00825,Please check सिंचाई की सुविधा नहीं है near Palamu bus stand; residents are facing problems.,hinglish,agriculture,irrigation,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00826,यह urgent complaint है: health centre में doctor उपलब्ध नहीं है at Chatra district.,hi,health,ambulance,Chatra,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00827,Latehar में किसानों को market तक पहुंच नहीं hai की problem hai। कई दिनों से लोग परेशान haiं।,en,agriculture,livestock,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00828,"drainage blocked है पिछले महीने से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Dhanbad ke paas.",hinglish,roads,street_maintenance,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00829,Latehar ke paas के पास सड़क टूटी हुई है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,en,roads,pothole,Latehar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00830,Please check घर के पास drainage नहीं है near Dumka ke paas; residents are facing problems.,hi,housing,drainage,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00831,Godda bus stand के पास सिंचाई की सुविधा नहीं है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,agriculture,soil,Godda,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00832,West Singhbhum के पास बिजली supply बार-बार जा रही है की शिकायत है। कई बार बताने के बाद भी समाधान नहीं हुआ।,hi,electricity,power_cut,West Singhbhum,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00833,"हमारे Khunti area में transformer खराब है है, बच्चों और बुजुर्गों को दिक्कत हो रही है।",hi,electricity,power_cut,Khunti,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00834,"bhai Garhwa bus stand side street access खराब है bahut zyada hai, koi action lo.",hi,housing,drainage,Garhwa,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00835,"Sir/Madam, Sahibganj district में teacher नियमित नहीं आते को लेकर शिकायत दर्ज करनी है.",en,education,school_infrastructure,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00836,"bhai  Gumla bus stand side जन्म प्रमाण पत्र नहीं बन रहा bahut zyada hai, koi action lo.",en,certificates,income_certificate,Gumla,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00837,"Sir/Madam, Dhanbad ke mohalla में public transport उपलब्ध नहीं है को लेकर शिकायत दर्ज करनी है.",hinglish,transport,bus_service,Dhanbad,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00838,Dumka  में फसल का support नहीं मिल रहा की समस्या है। कई दिनों से लोग परेशान हैं।,hi,agriculture,market_access,Dumka,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00839,"livestock service नहीं मिल रही कई दिनों से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Deoghar district.",hinglish,agriculture,livestock,Deoghar,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00840,"Sir/Madam, Palamu bus stand में खुले में garbage पड़ा है को लेकर शिकायत दर्ज करनी है.",en,sanitation,public_cleanliness,Palamu,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00841,"खतरनाक जगह पर lighting नहीं है कई दिनों से ठीक नहीं है, कृपया कार्रवाई करें। जगह: Ramgarh ke mohalla.",hinglish,public_safety,encroachment,Ramgarh,synthetic_jharkhand,synthetic_generated_public_schema_inspired
JH_FUSION_00842,Sahibganj bus stand में application pending है की समस्या है। पिछले महीने से लोग परेशान हैं।,hi,welfare,ration,Sahibganj,synthetic_jharkhand,synthetic_generated_public_schema_inspired
